ebn0_db,guard_success_rate,ai_success_rate,fallback_success_rate,failure_rate
10.0,0.15022421524663676,0.0006406149903907751,0.007046764894298526,0.842088404868674
11.0,0.13583959899749373,0.0005012531328320802,0.006015037593984963,0.8576441102756892
12.0,0.1452513966480447,0.0006983240223463687,0.004189944134078212,0.8498603351955307
13.0,0.16945812807881774,0.0009852216748768472,0.0049261083743842365,0.8246305418719212
14.0,0.22601839684625494,0.0,0.005256241787122208,0.7687253613666228
