ebn0_db,guard_success_rate,ai_success_rate,fallback_success_rate,failure_rate
10.0,0.15022421524663676,0.0006406149903907751,0.007687379884689302,0.8414477898782832
11.0,0.13583959899749373,0.0,0.006516290726817042,0.8576441102756892
12.0,0.1452513966480447,0.0,0.004189944134078212,0.8505586592178771
13.0,0.16945812807881774,0.0,0.006896551724137931,0.8236453201970443
14.0,0.22601839684625494,0.0,0.005256241787122208,0.7687253613666228
