ebn0_db,worker_id,frame_idx,legacy_success,legacy_detected_failure,success_exact,valid_codeword,undetected_error,stop_iteration,final_syndrome_weight,runtime_ms
10.0,25,61,1,0,1,1,0,2,0,5.5726030841469765
10.0,25,62,1,0,1,1,0,2,0,5.578632932156324
10.0,25,63,1,0,1,1,0,2,0,5.626383004710078
10.0,28,0,1,0,1,1,0,4,0,11.13671693019569
10.0,28,1,1,0,1,1,0,2,0,5.887591978535056
10.0,28,2,1,0,1,1,0,2,0,5.717932945117354
10.0,28,3,1,0,1,1,0,2,0,5.6718329433351755
10.0,28,4,1,0,1,1,0,2,0,5.638443864881992
10.0,28,5,1,0,1,1,0,2,0,5.589624168351293
10.0,28,6,1,0,1,1,0,1,0,3.255194053053856
10.0,28,7,1,0,1,1,0,2,0,5.695153027772903
10.0,28,8,1,0,1,1,0,4,0,10.311180027201772
10.0,28,9,0,1,0,0,0,12,135,29.276580084115267
10.0,28,10,1,0,1,1,0,2,0,5.708422977477312
10.0,28,11,1,0,1,1,0,3,0,7.988811004906893
10.0,28,12,1,0,1,1,0,2,0,5.697262939065695
10.0,28,13,0,1,0,0,0,12,136,29.630348086357117
10.0,28,14,1,0,1,1,0,2,0,5.719691980630159
10.0,28,15,1,0,1,1,0,2,0,5.63987297937274
10.0,28,16,1,0,1,1,0,2,0,5.622102878987789
10.0,28,17,0,1,0,0,0,12,129,29.193670954555273
10.0,28,18,1,0,1,1,0,2,0,5.759022897109389
10.0,28,19,1,0,1,1,0,3,0,8.066840935498476
10.0,28,20,0,1,0,0,0,12,121,29.34219012968242
10.0,28,21,1,0,1,1,0,3,0,7.956161862239242
10.0,28,22,1,0,1,1,0,2,0,5.690832855179906
10.0,28,23,1,0,1,1,0,2,0,5.63541310839355
10.0,28,24,1,0,1,1,0,2,0,5.671183113008738
10.0,28,25,1,0,1,1,0,2,0,5.623113131150603
10.0,28,26,1,0,1,1,0,2,0,5.666292971000075
10.0,28,27,1,0,1,1,0,3,0,7.917942013591528
10.0,28,28,1,0,1,1,0,2,0,5.608652951195836
10.0,28,29,1,0,1,1,0,2,0,5.627643084153533
10.0,28,30,0,1,0,0,0,12,130,29.58811796270311
10.0,28,31,1,0,1,1,0,3,0,8.121910970658064
10.0,28,32,1,0,1,1,0,2,0,5.650992970913649
10.0,28,33,1,0,1,1,0,3,0,8.073431206867099
10.0,28,34,1,0,1,1,0,2,0,5.663892952725291
10.0,28,35,1,0,1,1,0,2,0,5.613212939351797
10.0,28,36,1,0,1,1,0,2,0,5.629912950098515
10.0,28,37,1,0,1,1,0,2,0,5.771982949227095
10.0,28,38,1,0,1,1,0,2,0,5.6503028608858585
10.0,28,39,1,0,1,1,0,2,0,5.667852936312556
10.0,28,40,1,0,1,1,0,2,0,5.635702982544899
10.0,28,41,1,0,1,1,0,3,0,7.997151929885149
10.0,28,42,0,1,0,0,0,12,129,29.18512001633644
10.0,28,43,1,0,1,1,0,2,0,5.66702289506793
10.0,28,44,1,0,1,1,0,2,0,5.695092026144266
10.0,28,45,1,0,1,1,0,4,0,10.336810955777764
10.0,28,46,1,0,1,1,0,2,0,5.609943065792322
10.0,28,47,1,0,1,1,0,4,0,10.194411035627127
10.0,28,48,1,0,1,1,0,3,0,7.991512073203921
10.0,28,49,1,0,1,1,0,11,0,26.85027103871107
10.0,28,50,1,0,1,1,0,2,0,5.778132006525993
10.0,28,51,1,0,1,1,0,1,0,3.3142538741230965
10.0,28,52,0,1,0,0,0,12,131,29.14879098534584
10.0,28,53,1,0,1,1,0,2,0,5.795672070235014
10.0,28,54,1,0,1,1,0,2,0,5.704982904717326
10.0,28,55,1,0,1,1,0,1,0,3.3155151177197695
10.0,28,56,1,0,1,1,0,3,0,8.159809978678823
10.0,28,57,1,0,1,1,0,2,0,5.739873042330146
10.0,28,58,1,0,1,1,0,3,0,8.084160974249244
10.0,28,59,1,0,1,1,0,2,0,5.546692991629243
10.0,28,60,1,0,1,1,0,2,0,5.591063993051648
10.0,28,61,1,0,1,1,0,2,0,5.601852899417281
10.0,28,62,1,0,1,1,0,2,0,5.635953042656183
10.0,28,63,1,0,1,1,0,2,0,5.639803130179644
10.0,7,0,1,0,1,1,0,1,0,3.828811924904585
10.0,7,1,0,1,0,0,0,12,125,29.66068801470101
10.0,7,2,1,0,1,1,0,2,0,6.012700963765383
10.0,7,3,1,0,1,1,0,3,0,8.15697107464075
10.0,7,4,1,0,1,1,0,2,0,5.655502900481224
10.0,7,5,1,0,1,1,0,2,0,5.636202869936824
10.0,7,6,1,0,1,1,0,4,0,10.228460887447
10.0,7,7,1,0,1,1,0,2,0,5.535742966458201
10.0,7,8,1,0,1,1,0,2,0,5.667243152856827
10.0,7,9,1,0,1,1,0,2,0,5.772172007709742
10.0,7,10,1,0,1,1,0,2,0,5.581522826105356
10.0,7,11,1,0,1,1,0,3,0,8.151440881192684
10.0,7,12,1,0,1,1,0,3,0,8.050342090427876
10.0,7,13,1,0,1,1,0,2,0,5.643552867695689
10.0,7,14,1,0,1,1,0,3,0,7.929541869089007
10.0,7,15,1,0,1,1,0,2,0,5.680651869624853
10.0,7,16,0,1,0,0,0,12,120,29.71144812181592
10.0,7,17,1,0,1,1,0,2,0,5.890802014619112
10.0,7,18,0,1,0,0,0,12,129,29.315148945897818
10.0,7,19,0,1,0,0,0,12,125,29.491859022527933
10.0,7,20,1,0,1,1,0,4,0,10.466279927641153
10.0,7,21,1,0,1,1,0,2,0,5.7826421689242125
10.0,7,22,1,0,1,1,0,2,0,5.661132978275418
10.0,7,23,0,1,0,0,0,12,125,29.449409106746316
10.0,7,24,0,1,0,0,0,12,141,29.513317858800292
10.0,7,25,1,0,1,1,0,2,0,5.742643028497696
10.0,7,26,1,0,1,1,0,2,0,5.584693048149347
10.0,7,27,1,0,1,1,0,2,0,5.816001910716295
10.0,7,28,1,0,1,1,0,2,0,5.816722055897117
10.0,7,29,1,0,1,1,0,2,0,5.875362083315849
10.0,7,30,1,0,1,1,0,2,0,5.805411841720343
10.0,7,31,1,0,1,1,0,4,0,10.481270030140877
10.0,7,32,1,0,1,1,0,2,0,5.718192085623741
10.0,7,33,0,1,0,0,0,12,115,29.28731986321509
10.0,7,34,1,0,1,1,0,2,0,5.823351908475161
10.0,7,35,1,0,1,1,0,2,0,5.97872119396925
10.0,7,36,0,1,0,0,0,12,130,29.110600939020514
10.0,7,37,1,0,1,1,0,2,0,5.692863138392568
10.0,7,38,1,0,1,1,0,2,0,6.169541040435433
10.0,7,39,1,0,1,1,0,2,0,5.883571924641728
10.0,7,40,1,0,1,1,0,2,0,5.7787420228123665
10.0,7,41,1,0,1,1,0,3,0,8.333720033988357
10.0,7,42,1,0,1,1,0,2,0,5.982931004837155
10.0,7,43,0,1,0,0,0,12,109,29.173680115491152
10.0,7,44,1,0,1,1,0,3,0,8.233850821852684
10.0,7,45,1,0,1,1,0,3,0,8.205311140045524
10.0,7,46,1,0,1,1,0,2,0,5.979030858725309
10.0,7,47,1,0,1,1,0,3,0,8.190991124138236
10.0,7,48,1,0,1,1,0,2,0,5.670701852068305
10.0,7,49,0,1,0,0,0,12,138,28.938711853697896
10.0,7,50,1,0,1,1,0,3,0,8.235570043325424
10.0,7,51,1,0,1,1,0,2,0,5.863491911441088
10.0,7,52,1,0,1,1,0,2,0,5.796781973913312
10.0,7,53,1,0,1,1,0,4,0,10.36314107477665
10.0,7,54,1,0,1,1,0,3,0,7.932750973850489
10.0,7,55,1,0,1,1,0,2,0,5.623993929475546
10.0,7,56,1,0,1,1,0,4,0,10.319401044398546
10.0,7,57,1,0,1,1,0,2,0,5.892002023756504
10.0,7,58,1,0,1,1,0,2,0,5.870402092114091
10.0,7,59,1,0,1,1,0,2,0,5.873820977285504
10.0,7,60,1,0,1,1,0,3,0,8.09216103516519
10.0,7,61,0,1,0,0,0,12,109,29.158300952985883
10.0,7,62,0,1,0,0,0,12,118,29.76475702598691
10.0,7,63,0,1,0,0,0,12,130,29.491628985852003
10.0,31,0,0,1,0,0,0,12,1,31.005360884591937
10.0,31,1,1,0,1,1,0,4,0,11.204567039385438
10.0,31,2,1,0,1,1,0,2,0,6.08489103615284
10.0,31,3,1,0,1,1,0,2,0,5.999841028824449
10.0,31,4,1,0,1,1,0,2,0,5.908711114898324
10.0,31,5,1,0,1,1,0,2,0,6.313800113275647
10.0,31,6,1,0,1,1,0,6,0,15.980632975697517
10.0,31,7,1,0,1,1,0,3,0,8.335820166394114
10.0,31,8,0,1,0,0,0,12,121,31.009441940113902
10.0,31,9,1,0,1,1,0,2,0,6.561068119481206
10.0,31,10,1,0,1,1,0,2,0,6.276709958910942
10.0,31,11,1,0,1,1,0,2,0,6.204769946634769
10.0,31,12,1,0,1,1,0,2,0,5.984602030366659
10.0,31,13,1,0,1,1,0,2,0,5.985321011394262
10.0,31,14,1,0,1,1,0,2,0,6.158400094136596
10.0,31,15,1,0,1,1,0,2,0,5.994091974571347
10.0,31,16,1,0,1,1,0,3,0,8.383779088035226
10.0,31,17,1,0,1,1,0,2,0,5.932261934503913
10.0,31,18,1,0,1,1,0,2,0,6.35088887065649
10.0,31,19,1,0,1,1,0,2,0,6.389020010828972
10.0,31,20,1,0,1,1,0,2,0,6.217719987034798
10.0,31,21,1,0,1,1,0,3,0,8.645307971164584
10.0,31,22,1,0,1,1,0,2,0,6.14931108430028
10.0,31,23,0,1,0,0,0,12,116,31.064330833032727
10.0,31,24,0,1,0,0,0,12,119,31.317139975726604
10.0,31,25,1,0,1,1,0,3,0,8.50095902569592
10.0,31,26,1,0,1,1,0,2,0,6.4415589440613985
10.0,31,27,1,0,1,1,0,2,0,6.073541007936001
10.0,31,28,1,0,1,1,0,2,0,6.229159887880087
10.0,31,29,1,0,1,1,0,2,0,6.429628934711218
10.0,31,30,1,0,1,1,0,3,0,8.871157886460423
10.0,31,31,1,0,1,1,0,2,0,6.2230899930000305
10.0,31,32,1,0,1,1,0,2,0,5.9782410971820354
10.0,31,33,1,0,1,1,0,3,0,8.734808070585132
10.0,31,34,1,0,1,1,0,2,0,6.089400965720415
10.0,31,35,1,0,1,1,0,2,0,6.006520939990878
10.0,31,36,1,0,1,1,0,2,0,5.946462042629719
10.0,31,37,1,0,1,1,0,2,0,6.365899229422212
10.0,31,38,1,0,1,1,0,2,0,6.29280018620193
10.0,31,39,0,1,0,0,0,12,125,30.936891911551356
10.0,31,40,1,0,1,1,0,2,0,5.959770875051618
10.0,31,41,1,0,1,1,0,11,0,28.618542943149805
10.0,31,42,1,0,1,1,0,2,0,6.18701009079814
10.0,31,43,1,0,1,1,0,4,0,10.877808090299368
10.0,31,44,1,0,1,1,0,3,0,8.515728870406747
10.0,31,45,0,1,0,0,0,12,131,31.281369971111417
10.0,31,46,1,0,1,1,0,2,0,6.193710025399923
10.0,31,47,1,0,1,1,0,2,0,6.155941169708967
10.0,31,48,1,0,1,1,0,3,0,8.55122902430594
10.0,31,49,1,0,1,1,0,2,0,6.126289954409003
10.0,31,50,1,0,1,1,0,2,0,6.166070932522416
10.0,31,51,1,0,1,1,0,2,0,6.035711150616407
10.0,31,52,1,0,1,1,0,3,0,8.682087995111942
10.0,31,53,1,0,1,1,0,2,0,6.376608973369002
10.0,31,54,1,0,1,1,0,2,0,6.148640997707844
10.0,31,55,1,0,1,1,0,4,0,11.021267157047987
10.0,31,56,1,0,1,1,0,2,0,5.923222051933408
10.0,31,57,1,0,1,1,0,2,0,6.085669854655862
10.0,31,58,1,0,1,1,0,2,0,6.223761010915041
10.0,31,59,1,0,1,1,0,2,0,6.054620025679469
10.0,31,60,1,0,1,1,0,2,0,5.999172106385231
10.0,31,61,1,0,1,1,0,2,0,6.1278799548745155
10.0,31,62,1,0,1,1,0,2,0,6.32877997122705
10.0,31,63,1,0,1,1,0,2,0,6.051460979506373
10.0,32,0,1,0,1,1,0,3,0,8.63482803106308
10.0,32,1,1,0,1,1,0,2,0,5.66924293525517
10.0,32,2,1,0,1,1,0,2,0,5.677863024175167
10.0,32,3,1,0,1,1,0,2,0,5.6260027922689915
10.0,32,4,1,0,1,1,0,2,0,5.565503146499395
10.0,32,5,1,0,1,1,0,2,0,5.5562639608979225
10.0,32,6,1,0,1,1,0,4,0,10.376350954174995
10.0,32,7,1,0,1,1,0,2,0,5.6459729094058275
10.0,32,8,1,0,1,1,0,2,0,5.536882905289531
10.0,32,9,1,0,1,1,0,3,0,7.9307821579277515
10.0,32,10,1,0,1,1,0,2,0,5.585172912105918
10.0,32,11,1,0,1,1,0,2,0,5.522554041817784
10.0,32,12,0,1,0,0,0,12,130,29.17049010284245
10.0,32,13,1,0,1,1,0,1,0,3.37168388068676
10.0,32,14,0,1,0,0,0,12,123,29.065480921417475
10.0,32,15,1,0,1,1,0,3,0,8.0035210121423
10.0,32,16,1,0,1,1,0,2,0,5.682192975655198
10.0,32,17,0,1,0,0,0,12,137,29.0843709371984
10.0,32,18,1,0,1,1,0,2,0,5.660691997036338
10.0,32,19,1,0,1,1,0,2,0,5.610154010355473
10.0,32,20,1,0,1,1,0,2,0,5.656961817294359
10.0,32,21,1,0,1,1,0,2,0,5.571153946220875
10.0,32,22,1,0,1,1,0,2,0,5.589352920651436
10.0,32,23,1,0,1,1,0,2,0,5.588063038885593
10.0,32,24,1,0,1,1,0,2,0,5.5979229509830475
10.0,32,25,0,1,0,0,0,12,134,29.134141048416495
10.0,32,26,1,0,1,1,0,2,0,5.6856118608266115
10.0,32,27,1,0,1,1,0,3,0,7.994101848453283
10.0,32,28,1,0,1,1,0,2,0,5.611012922599912
10.0,32,29,1,0,1,1,0,2,0,5.618412978947163
10.0,32,30,1,0,1,1,0,2,0,5.651732906699181
10.0,32,31,1,0,1,1,0,2,0,5.958031164482236
10.0,32,32,1,0,1,1,0,3,0,7.965931901708245
10.0,32,33,1,0,1,1,0,2,0,5.670452956110239
10.0,32,34,1,0,1,1,0,3,0,8.189480984583497
10.0,32,35,0,1,0,0,0,12,146,28.794992016628385
10.0,32,36,1,0,1,1,0,2,0,5.692932056263089
10.0,32,37,1,0,1,1,0,3,0,8.027172181755304
10.0,32,38,1,0,1,1,0,4,0,10.313850129023194
10.0,32,39,1,0,1,1,0,2,0,5.588144063949585
10.0,32,40,1,0,1,1,0,2,0,5.545472959056497
10.0,32,41,1,0,1,1,0,2,0,5.565693136304617
10.0,32,42,0,1,0,0,0,12,130,29.180960962548852
10.0,32,43,1,0,1,1,0,2,0,5.661211907863617
10.0,32,44,1,0,1,1,0,2,0,5.601614015176892
10.0,32,45,1,0,1,1,0,2,0,5.595783935859799
10.0,32,46,1,0,1,1,0,2,0,5.545723019167781
10.0,32,47,1,0,1,1,0,2,0,5.646552890539169
10.0,32,48,1,0,1,1,0,2,0,5.590702872723341
10.0,32,49,1,0,1,1,0,3,0,8.015922037884593
10.0,32,50,1,0,1,1,0,2,0,5.615413188934326
10.0,32,51,1,0,1,1,0,2,0,5.590643035247922
10.0,32,52,1,0,1,1,0,2,0,5.581792909651995
10.0,32,53,1,0,1,1,0,4,0,10.238880990073085
10.0,32,54,0,1,0,0,0,12,126,28.313494054600596
10.0,32,55,1,0,1,1,0,2,0,5.731192883104086
10.0,32,56,1,0,1,1,0,2,0,5.670293001458049
10.0,32,57,0,1,0,0,0,12,129,29.188559856265783
10.0,32,58,0,1,0,0,0,12,129,29.296939028427005
10.0,32,59,1,0,1,1,0,4,0,10.4095209389925
10.0,32,60,1,0,1,1,0,2,0,5.666251992806792
10.0,32,61,1,0,1,1,0,4,0,10.40018000639975
10.0,32,62,1,0,1,1,0,2,0,5.585444159805775
10.0,32,63,1,0,1,1,0,2,0,5.6253529619425535
10.0,13,0,1,0,1,1,0,2,0,6.349940085783601
10.0,13,1,0,1,0,0,0,12,136,29.304850148037076
10.0,13,2,1,0,1,1,0,2,0,5.6913120206445456
10.0,13,3,1,0,1,1,0,2,0,5.646172910928726
10.0,13,4,1,0,1,1,0,2,0,5.537543911486864
10.0,13,5,1,0,1,1,0,2,0,5.526362918317318
10.0,13,6,1,0,1,1,0,3,0,7.749523036181927
10.0,13,7,1,0,1,1,0,2,0,5.387624027207494
10.0,13,8,1,0,1,1,0,3,0,7.830682909116149
10.0,13,9,1,0,1,1,0,3,0,7.834371877834201
10.0,13,10,0,1,0,0,0,12,126,29.19586980715394
10.0,13,11,1,0,1,1,0,2,0,5.75861195102334
10.0,13,12,1,0,1,1,0,2,0,5.551604088395834
10.0,13,13,1,0,1,1,0,1,0,3.3985329791903496
10.0,13,14,1,0,1,1,0,2,0,5.5776238441467285
10.0,13,15,1,0,1,1,0,2,0,5.563082871958613
10.0,13,16,1,0,1,1,0,2,0,5.600732984021306
10.0,13,17,0,1,0,0,0,12,129,29.142430052161217
10.0,13,18,0,1,0,0,0,12,110,29.039110988378525
10.0,13,19,1,0,1,1,0,2,0,5.668393103405833
10.0,13,20,1,0,1,1,0,4,0,10.402499930933118
10.0,13,21,0,1,0,0,0,12,123,29.093821067363024
10.0,13,22,1,0,1,1,0,2,0,5.652533145621419
10.0,13,23,1,0,1,1,0,3,0,7.911941967904568
10.0,13,24,1,0,1,1,0,8,0,19.714375026524067
10.0,13,25,0,1,0,0,0,12,128,28.769513126462698
10.0,13,26,1,0,1,1,0,3,0,8.06098198518157
10.0,13,27,1,0,1,1,0,2,0,5.596912931650877
10.0,13,28,1,0,1,1,0,2,0,5.605402868241072
10.0,13,29,1,0,1,1,0,2,0,5.630072904750705
10.0,13,30,1,0,1,1,0,2,0,5.6261729914695024
10.0,13,31,1,0,1,1,0,4,0,10.34749997779727
10.0,13,32,0,1,0,0,0,12,137,28.795352904126048
10.0,13,33,1,0,1,1,0,2,0,5.691662896424532
10.0,13,34,1,0,1,1,0,2,0,5.6087730918079615
10.0,13,35,1,0,1,1,0,2,0,5.601912969723344
10.0,13,36,1,0,1,1,0,2,0,5.631902953609824
10.0,13,37,1,0,1,1,0,1,0,3.2314949203282595
10.0,13,38,1,0,1,1,0,2,0,5.917791044339538
10.0,13,39,1,0,1,1,0,2,0,5.579293938353658
10.0,13,40,1,0,1,1,0,3,0,7.958130910992622
10.0,13,41,1,0,1,1,0,3,0,8.189911022782326
10.0,13,42,0,1,0,0,0,12,132,28.955311980098486
10.0,13,43,1,0,1,1,0,8,0,19.743295153602958
10.0,13,44,1,0,1,1,0,2,0,5.6394231505692005
10.0,13,45,1,0,1,1,0,3,0,7.908252067863941
10.0,13,46,1,0,1,1,0,8,0,19.630386028438807
10.0,13,47,1,0,1,1,0,2,0,5.626132944598794
10.0,13,48,1,0,1,1,0,2,0,5.5478529538959265
10.0,13,49,1,0,1,1,0,2,0,5.556524032726884
10.0,13,50,1,0,1,1,0,2,0,5.583083024248481
10.0,13,51,0,1,0,0,0,12,1,29.09486019052565
10.0,13,52,1,0,1,1,0,2,0,5.588514031842351
10.0,13,53,1,0,1,1,0,2,0,5.657312925904989
10.0,13,54,0,1,0,0,0,12,118,29.29189009591937
10.0,13,55,1,0,1,1,0,2,0,5.581313045695424
10.0,13,56,0,1,0,0,0,12,125,29.094171011820436
10.0,13,57,0,1,0,0,0,12,129,29.177839867770672
10.0,13,58,1,0,1,1,0,8,0,19.598735962063074
10.0,13,59,1,0,1,1,0,2,0,5.753953009843826
10.0,13,60,1,0,1,1,0,2,0,5.724781891331077
10.0,13,61,0,1,0,0,0,12,114,29.043180868029594
10.0,13,62,1,0,1,1,0,3,0,8.051061071455479
10.0,13,63,1,0,1,1,0,2,0,5.637572845444083
10.0,5,0,1,0,1,1,0,1,0,3.819601144641638
10.0,5,1,1,0,1,1,0,3,0,8.266980992630124
10.0,5,2,1,0,1,1,0,2,0,5.725882016122341
10.0,5,3,1,0,1,1,0,2,0,5.703493021428585
10.0,5,4,1,0,1,1,0,2,0,5.632622865960002
10.0,5,5,1,0,1,1,0,2,0,5.770821822807193
10.0,5,6,1,0,1,1,0,2,0,5.705953110009432
10.0,5,7,1,0,1,1,0,2,0,5.771852098405361
10.0,5,8,1,0,1,1,0,2,0,5.605913000181317
10.0,5,9,1,0,1,1,0,6,0,15.385566046461463
10.0,5,10,1,0,1,1,0,3,0,8.144090883433819
10.0,5,11,1,0,1,1,0,2,0,5.708042997866869
10.0,5,12,1,0,1,1,0,2,0,5.707552190870047
10.0,5,13,0,1,0,0,0,12,123,29.739677906036377
10.0,5,14,1,0,1,1,0,2,0,5.781852174550295
10.0,5,15,1,0,1,1,0,4,0,10.424650041386485
10.0,5,16,1,0,1,1,0,3,0,8.2789808511734
10.0,5,17,1,0,1,1,0,8,0,20.23023390211165
10.0,5,18,0,1,0,0,0,12,116,29.685947112739086
10.0,5,19,1,0,1,1,0,2,0,5.769402952864766
10.0,5,20,0,1,0,0,0,12,141,29.763367027044296
10.0,5,21,1,0,1,1,0,3,0,8.20483104325831
10.0,5,22,0,1,0,0,0,12,135,29.5421180780977
10.0,5,23,1,0,1,1,0,2,0,5.800351966172457
10.0,5,24,1,0,1,1,0,3,0,8.100641891360283
10.0,5,25,0,1,0,0,0,12,117,29.463909100741148
10.0,5,26,0,1,0,0,0,12,122,29.285379918292165
10.0,5,27,1,0,1,1,0,2,0,5.797612015157938
10.0,5,28,1,0,1,1,0,2,0,5.766293033957481
10.0,5,29,0,1,0,0,0,12,132,29.54705781303346
10.0,5,30,1,0,1,1,0,4,0,10.552999097853899
10.0,5,31,0,1,0,0,0,12,123,29.801038093864918
10.0,5,32,0,1,0,0,0,12,121,29.69049708917737
10.0,5,33,1,0,1,1,0,2,0,5.767943104729056
10.0,5,34,1,0,1,1,0,2,0,5.663963034749031
10.0,5,35,1,0,1,1,0,3,0,8.1343709025532
10.0,5,36,1,0,1,1,0,2,0,5.972651997581124
10.0,5,37,0,1,0,0,0,12,143,29.510019114241004
10.0,5,38,1,0,1,1,0,2,0,5.735512124374509
10.0,5,39,0,1,0,0,0,12,141,29.352629091590643
10.0,5,40,1,0,1,1,0,3,0,8.118901867419481
10.0,5,41,1,0,1,1,0,2,0,5.718022119253874
10.0,5,42,1,0,1,1,0,2,0,5.683382973074913
10.0,5,43,1,0,1,1,0,2,0,5.70987188257277
10.0,5,44,1,0,1,1,0,3,0,7.989312056452036
10.0,5,45,1,0,1,1,0,3,0,8.192101027816534
10.0,5,46,1,0,1,1,0,3,0,8.064270950853825
10.0,5,47,1,0,1,1,0,5,0,12.847329024225473
10.0,5,48,1,0,1,1,0,3,0,8.040671003982425
10.0,5,49,1,0,1,1,0,2,0,5.72359305806458
10.0,5,50,0,1,0,0,0,12,108,29.368510004132986
10.0,5,51,1,0,1,1,0,4,0,10.522279189899564
10.0,5,52,1,0,1,1,0,2,0,5.761402891948819
10.0,5,53,0,1,0,0,0,12,129,29.712287010625005
10.0,5,54,0,1,0,0,0,12,130,29.65771802701056
10.0,5,55,1,0,1,1,0,2,0,5.722403060644865
10.0,5,56,1,0,1,1,0,2,0,5.690742051228881
10.0,5,57,1,0,1,1,0,2,0,5.633403081446886
10.0,5,58,1,0,1,1,0,2,0,5.697753047570586
10.0,5,59,0,1,0,0,0,12,130,29.778897063806653
10.0,5,60,1,0,1,1,0,2,0,5.802373168990016
10.0,5,61,1,0,1,1,0,2,0,5.682061892002821
10.0,5,62,0,1,0,0,0,12,113,29.675177996978164
10.0,5,63,1,0,1,1,0,2,0,5.784002132713795
10.0,27,0,1,0,1,1,0,2,0,6.249160040169954
10.0,27,1,1,0,1,1,0,4,0,10.334491031244397
10.0,27,2,1,0,1,1,0,3,0,7.9267320688813925
10.0,27,3,1,0,1,1,0,2,0,5.6693830993026495
10.0,27,4,0,1,0,0,0,12,132,28.775063110515475
10.0,27,5,1,0,1,1,0,2,0,5.6943821255117655
10.0,27,6,1,0,1,1,0,3,0,7.981071947142482
10.0,27,7,1,0,1,1,0,2,0,5.549143068492413
10.0,27,8,1,0,1,1,0,2,0,5.597652867436409
10.0,27,9,1,0,1,1,0,3,0,7.8863229136914015
10.0,27,10,1,0,1,1,0,3,0,7.9084220342338085
10.0,27,11,1,0,1,1,0,2,0,5.55277313105762
10.0,27,12,1,0,1,1,0,4,0,10.252070846036077
10.0,27,13,1,0,1,1,0,2,0,5.623912904411554
10.0,27,14,1,0,1,1,0,2,0,5.5731728207319975
10.0,27,15,1,0,1,1,0,2,0,5.643532844260335
10.0,27,16,1,0,1,1,0,3,0,7.877242052927613
10.0,27,17,1,0,1,1,0,3,0,7.935741916298866
10.0,27,18,0,1,0,0,0,12,125,28.952901950106025
10.0,27,19,1,0,1,1,0,3,0,7.9754909966140985
10.0,27,20,1,0,1,1,0,2,0,5.58148417621851
10.0,27,21,1,0,1,1,0,2,0,5.591043038293719
10.0,27,22,0,1,0,0,0,12,116,29.08330992795527
10.0,27,23,1,0,1,1,0,2,0,5.633452907204628
10.0,27,24,1,0,1,1,0,2,0,5.5759139358997345
10.0,27,25,0,1,0,0,0,12,112,29.052420053631067
10.0,27,26,1,0,1,1,0,3,0,7.9858622048050165
10.0,27,27,1,0,1,1,0,2,0,5.618453025817871
10.0,27,28,1,0,1,1,0,5,0,12.59951014071703
10.0,27,29,0,1,0,0,0,12,122,29.05442100018263
10.0,27,30,1,0,1,1,0,2,0,5.641143070533872
10.0,27,31,0,1,0,0,0,12,127,29.047951102256775
10.0,27,32,1,0,1,1,0,3,0,7.957851979881525
10.0,27,33,1,0,1,1,0,2,0,5.619352916255593
10.0,27,34,1,0,1,1,0,2,0,5.609782878309488
10.0,27,35,1,0,1,1,0,2,0,5.568624008446932
10.0,27,36,1,0,1,1,0,2,0,5.640272982418537
10.0,27,37,1,0,1,1,0,2,0,5.538312951102853
10.0,27,38,1,0,1,1,0,2,0,5.570433102548122
10.0,27,39,1,0,1,1,0,1,0,3.2419150229543447
10.0,27,40,1,0,1,1,0,3,0,7.931862026453018
10.0,27,41,1,0,1,1,0,3,0,7.965081138536334
10.0,27,42,0,1,0,0,0,12,119,28.870162088423967
10.0,27,43,1,0,1,1,0,2,0,5.592873087152839
10.0,27,44,1,0,1,1,0,2,0,5.609443178400397
10.0,27,45,1,0,1,1,0,2,0,5.594343179836869
10.0,27,46,1,0,1,1,0,1,0,3.263695165514946
10.0,27,47,1,0,1,1,0,3,0,7.934491848573089
10.0,27,48,1,0,1,1,0,2,0,5.589362932369113
10.0,27,49,1,0,1,1,0,7,0,17.24479696713388
10.0,27,50,1,0,1,1,0,2,0,5.607062950730324
10.0,27,51,1,0,1,1,0,2,0,5.5329641327261925
10.0,27,52,1,0,1,1,0,2,0,5.572492955252528
10.0,27,53,1,0,1,1,0,3,0,7.89707200601697
10.0,27,54,1,0,1,1,0,3,0,7.873521884903312
10.0,27,55,0,1,0,0,0,12,135,29.06853100284934
10.0,27,56,0,1,0,0,0,12,136,28.959251008927822
10.0,27,57,1,0,1,1,0,5,0,12.922739144414663
10.0,27,58,1,0,1,1,0,2,0,5.699913017451763
10.0,27,59,1,0,1,1,0,2,0,5.609412910416722
10.0,27,60,1,0,1,1,0,2,0,5.576172843575478
10.0,27,61,1,0,1,1,0,2,0,5.550794070586562
10.0,27,62,0,1,0,0,0,12,139,28.90944085083902
10.0,27,63,1,0,1,1,0,2,0,5.6257229298353195
10.0,10,0,0,1,0,0,0,12,132,29.88241706043482
10.0,10,1,1,0,1,1,0,2,0,5.916072055697441
10.0,10,2,0,1,0,0,0,12,123,29.297159053385258
10.0,10,3,1,0,1,1,0,1,0,3.3968740608543158
10.0,10,4,0,1,0,0,0,12,144,28.860882157459855
10.0,10,5,1,0,1,1,0,2,0,5.696212174370885
10.0,10,6,0,1,0,0,0,12,130,29.24834005534649
10.0,10,7,1,0,1,1,0,2,0,5.8677620254457
10.0,10,8,1,0,1,1,0,4,0,10.376849910244346
10.0,10,9,0,1,0,0,0,12,123,29.134170850738883
10.0,10,10,1,0,1,1,0,2,0,5.7044620625674725
