ebn0_db,worker_id,frame_idx,legacy_success,legacy_detected_failure,success_exact,valid_codeword,undetected_error,stop_iteration,final_syndrome_weight,runtime_ms
12.0,14,56,1,0,1,1,0,3,0,8.031392004340887
12.0,14,57,1,0,1,1,0,1,0,5.103894975036383
12.0,14,58,1,0,1,1,0,1,0,3.2898238860070705
12.0,14,59,1,0,1,1,0,2,0,5.529413931071758
12.0,14,60,1,0,1,1,0,2,0,5.519382888451219
12.0,14,61,1,0,1,1,0,1,0,3.161894856020808
12.0,14,62,1,0,1,1,0,3,0,7.867942098528147
12.0,14,63,1,0,1,1,0,2,0,5.589473992586136
12.0,25,0,1,0,1,1,0,1,0,3.888471983373165
12.0,25,1,1,0,1,1,0,2,0,5.756682017818093
12.0,25,2,1,0,1,1,0,2,0,5.669412901625037
12.0,25,3,1,0,1,1,0,2,0,5.612273002043366
12.0,25,4,1,0,1,1,0,2,0,5.605233134701848
12.0,25,5,1,0,1,1,0,1,0,3.224954940378666
12.0,25,6,1,0,1,1,0,1,0,3.1849038787186146
12.0,25,7,1,0,1,1,0,1,0,3.2489350996911526
12.0,25,8,1,0,1,1,0,2,0,5.533552961423993
12.0,25,9,1,0,1,1,0,1,0,3.20375501178205
12.0,25,10,1,0,1,1,0,2,0,5.5471130181103945
12.0,25,11,1,0,1,1,0,2,0,5.530372960492969
12.0,25,12,1,0,1,1,0,2,0,5.583313992246985
12.0,25,13,1,0,1,1,0,2,0,5.550903035327792
12.0,25,14,1,0,1,1,0,2,0,5.673522828146815
12.0,25,15,1,0,1,1,0,2,0,5.613173125311732
12.0,25,16,1,0,1,1,0,2,0,5.612683016806841
12.0,25,17,1,0,1,1,0,2,0,5.701973102986813
12.0,25,18,0,1,0,0,0,12,131,28.863070998340845
12.0,25,19,1,0,1,1,0,1,0,3.3274139277637005
12.0,25,20,1,0,1,1,0,2,0,5.636273184791207
12.0,25,21,1,0,1,1,0,2,0,5.67847304046154
12.0,25,22,1,0,1,1,0,1,0,3.2605540473014116
12.0,25,23,1,0,1,1,0,2,0,5.611613159999251
12.0,25,24,1,0,1,1,0,2,0,5.626203026622534
12.0,25,25,1,0,1,1,0,2,0,5.62650291249156
12.0,25,26,1,0,1,1,0,2,0,5.601332988590002
12.0,25,27,1,0,1,1,0,1,0,3.282735124230385
12.0,25,28,1,0,1,1,0,2,0,5.594382993876934
12.0,25,29,1,0,1,1,0,2,0,5.568532971665263
12.0,25,30,1,0,1,1,0,2,0,5.655263084918261
12.0,25,31,1,0,1,1,0,2,0,5.6315630208700895
12.0,25,32,1,0,1,1,0,4,0,10.388470022007823
12.0,25,33,1,0,1,1,0,1,0,3.3100140281021595
12.0,25,34,1,0,1,1,0,2,0,5.577062955126166
12.0,25,35,1,0,1,1,0,3,0,7.966721896082163
12.0,25,36,1,0,1,1,0,1,0,3.2458151690661907
12.0,25,37,1,0,1,1,0,2,0,5.551883019506931
12.0,25,38,1,0,1,1,0,2,0,5.52360387519002
12.0,25,39,1,0,1,1,0,4,0,10.111282113939524
12.0,25,40,1,0,1,1,0,1,0,3.255574032664299
12.0,25,41,1,0,1,1,0,1,0,3.2211849465966225
12.0,25,42,1,0,1,1,0,11,0,26.931770844385028
12.0,25,43,1,0,1,1,0,1,0,3.3219039905816317
12.0,25,44,1,0,1,1,0,1,0,3.2515840139240026
12.0,25,45,1,0,1,1,0,4,0,10.29112096875906
12.0,25,46,1,0,1,1,0,1,0,3.249723929911852
12.0,25,47,1,0,1,1,0,4,0,10.20179083570838
12.0,25,48,1,0,1,1,0,2,0,5.562224192544818
12.0,25,49,1,0,1,1,0,1,0,3.254394978284836
12.0,25,50,1,0,1,1,0,1,0,3.2459041103720665
12.0,25,51,1,0,1,1,0,4,0,10.41614986024797
12.0,25,52,1,0,1,1,0,1,0,3.2428151462227106
12.0,25,53,1,0,1,1,0,4,0,10.258950991556048
12.0,25,54,1,0,1,1,0,2,0,5.592352943494916
12.0,25,55,1,0,1,1,0,2,0,5.588263040408492
12.0,25,56,1,0,1,1,0,2,0,5.621763179078698
12.0,25,57,1,0,1,1,0,2,0,5.581973120570183
12.0,25,58,0,1,0,0,0,12,129,30.623773112893105
12.0,25,59,0,1,0,0,0,12,121,29.365380061790347
12.0,25,60,1,0,1,1,0,2,0,5.665912991389632
12.0,25,61,1,0,1,1,0,2,0,5.643532145768404
12.0,25,62,1,0,1,1,0,1,0,3.2436850015074015
12.0,25,63,1,0,1,1,0,1,0,3.1777750700712204
12.0,19,0,1,0,1,1,0,1,0,3.893611952662468
12.0,19,1,1,0,1,1,0,1,0,3.419033018872142
12.0,19,2,1,0,1,1,0,2,0,5.637692986056209
12.0,19,3,1,0,1,1,0,2,0,5.636003101244569
12.0,19,4,1,0,1,1,0,3,0,7.884831866249442
12.0,19,5,1,0,1,1,0,1,0,3.1822549644857645
12.0,19,6,1,0,1,1,0,2,0,5.614392925053835
12.0,19,7,1,0,1,1,0,2,0,5.654043052345514
12.0,19,8,1,0,1,1,0,1,0,3.239793935790658
12.0,19,9,1,0,1,1,0,2,0,5.649002967402339
12.0,19,10,1,0,1,1,0,1,0,3.233635099604726
12.0,19,11,1,0,1,1,0,1,0,3.214024007320404
12.0,19,12,1,0,1,1,0,2,0,5.612673005089164
12.0,19,13,1,0,1,1,0,2,0,5.559613928198814
12.0,19,14,1,0,1,1,0,2,0,5.580452969297767
12.0,19,15,1,0,1,1,0,2,0,5.682953167706728
12.0,19,16,0,1,0,0,0,12,123,29.16022017598152
12.0,19,17,1,0,1,1,0,2,0,5.695602856576443
12.0,19,18,1,0,1,1,0,2,0,5.667581921443343
12.0,19,19,1,0,1,1,0,1,0,3.239315003156662
12.0,19,20,1,0,1,1,0,2,0,5.637053167447448
12.0,19,21,1,0,1,1,0,3,0,8.013881044462323
12.0,19,22,1,0,1,1,0,1,0,3.25718498788774
12.0,19,23,1,0,1,1,0,2,0,5.558823002502322
12.0,19,24,0,1,0,0,0,12,138,29.19948985800147
12.0,19,25,1,0,1,1,0,1,0,3.365044016391039
12.0,19,26,1,0,1,1,0,1,0,3.307593986392021
12.0,19,27,1,0,1,1,0,1,0,3.2655440736562014
12.0,19,28,1,0,1,1,0,2,0,5.663512973114848
12.0,19,29,1,0,1,1,0,1,0,3.2936539500951767
12.0,19,30,1,0,1,1,0,2,0,5.590514047071338
12.0,19,31,1,0,1,1,0,1,0,3.2495050691068172
12.0,19,32,1,0,1,1,0,1,0,3.233154071494937
12.0,19,33,1,0,1,1,0,2,0,5.5785030126571655
12.0,19,34,1,0,1,1,0,2,0,5.644133081659675
12.0,19,35,1,0,1,1,0,2,0,5.593314068391919
12.0,19,36,1,0,1,1,0,2,0,5.688762059435248
12.0,19,37,1,0,1,1,0,1,0,3.2871540170162916
12.0,19,38,1,0,1,1,0,1,0,3.2452649902552366
12.0,19,39,1,0,1,1,0,2,0,5.6506728287786245
12.0,19,40,1,0,1,1,0,1,0,3.2604041043668985
12.0,19,41,1,0,1,1,0,1,0,3.2389950938522816
12.0,19,42,0,1,0,0,0,12,130,28.813702054321766
12.0,19,43,1,0,1,1,0,7,0,17.44148717261851
12.0,19,44,1,0,1,1,0,1,0,3.3178539015352726
12.0,19,45,1,0,1,1,0,1,0,3.2918439246714115
12.0,19,46,1,0,1,1,0,5,0,12.789538828656077
12.0,19,47,1,0,1,1,0,1,0,3.2773539423942566
12.0,19,48,1,0,1,1,0,3,0,7.965712109580636
12.0,19,49,1,0,1,1,0,2,0,5.5778129026293755
12.0,19,50,0,1,0,0,0,12,122,29.325009090825915
12.0,19,51,1,0,1,1,0,1,0,3.332334104925394
12.0,19,52,0,1,0,0,0,12,116,29.116770951077342
12.0,19,53,1,0,1,1,0,2,0,5.690593039616942
12.0,19,54,1,0,1,1,0,2,0,5.560862831771374
12.0,19,55,1,0,1,1,0,1,0,3.2531539909541607
12.0,19,56,1,0,1,1,0,2,0,5.586982937529683
12.0,19,57,0,1,0,0,0,12,127,29.26483005285263
12.0,19,58,1,0,1,1,0,2,0,5.723232869058847
12.0,19,59,1,0,1,1,0,1,0,3.2764440402388573
12.0,19,60,1,0,1,1,0,2,0,5.56584307923913
12.0,19,61,1,0,1,1,0,2,0,5.5601338390260935
12.0,19,62,1,0,1,1,0,2,0,5.634063156321645
12.0,19,63,1,0,1,1,0,1,0,3.220814047381282
12.0,15,0,1,0,1,1,0,3,0,8.622188121080399
12.0,15,1,1,0,1,1,0,2,0,5.709982942789793
12.0,15,2,1,0,1,1,0,2,0,5.703933071345091
12.0,15,3,1,0,1,1,0,1,0,3.2566338777542114
12.0,15,4,1,0,1,1,0,1,0,3.2084740232676268
12.0,15,5,1,0,1,1,0,2,0,5.5538739543408155
12.0,15,6,0,1,0,0,0,12,125,29.09234003163874
12.0,15,7,1,0,1,1,0,1,0,3.320154966786504
12.0,15,8,1,0,1,1,0,4,0,10.0907520391047
12.0,15,9,1,0,1,1,0,2,0,5.661303177475929
12.0,15,10,0,1,0,0,0,12,131,29.12257006391883
12.0,15,11,1,0,1,1,0,2,0,5.703052971512079
12.0,15,12,0,1,0,0,0,12,123,28.929770924150944
12.0,15,13,1,0,1,1,0,2,0,5.6325329933315516
12.0,15,14,0,1,0,0,0,12,138,29.265510151162744
12.0,15,15,1,0,1,1,0,2,0,5.6356030981987715
12.0,15,16,1,0,1,1,0,2,0,5.6764730252325535
12.0,15,17,1,0,1,1,0,2,0,5.6322128511965275
12.0,15,18,0,1,0,0,0,12,122,28.968641068786383
12.0,15,19,1,0,1,1,0,4,0,10.447210166603327
12.0,15,20,1,0,1,1,0,2,0,5.686512915417552
12.0,15,21,1,0,1,1,0,1,0,3.2750240061432123
12.0,15,22,1,0,1,1,0,2,0,5.580883007496595
12.0,15,23,1,0,1,1,0,1,0,3.2688339706510305
12.0,15,24,1,0,1,1,0,1,0,3.243804909288883
12.0,15,25,1,0,1,1,0,1,0,3.2441739458590746
12.0,15,26,1,0,1,1,0,2,0,5.645593162626028
12.0,15,27,1,0,1,1,0,3,0,8.062440901994705
12.0,15,28,1,0,1,1,0,1,0,3.265474922955036
12.0,15,29,1,0,1,1,0,2,0,5.614773137494922
12.0,15,30,0,1,0,0,0,12,129,29.15380010381341
12.0,15,31,1,0,1,1,0,1,0,3.302863799035549
12.0,15,32,1,0,1,1,0,3,0,7.946642115712166
12.0,15,33,1,0,1,1,0,2,0,5.61705301515758
12.0,15,34,1,0,1,1,0,1,0,3.248044988140464
12.0,15,35,1,0,1,1,0,1,0,3.2265849877148867
12.0,15,36,1,0,1,1,0,2,0,5.557812983170152
12.0,15,37,1,0,1,1,0,1,0,3.2150850165635347
12.0,15,38,1,0,1,1,0,2,0,5.610792897641659
12.0,15,39,0,1,0,0,0,12,138,28.96845107898116
12.0,15,40,1,0,1,1,0,1,0,3.2773339189589024
12.0,15,41,1,0,1,1,0,2,0,5.65663306042552
12.0,15,42,1,0,1,1,0,2,0,5.642652977257967
12.0,15,43,1,0,1,1,0,1,0,3.2450249418616295
12.0,15,44,1,0,1,1,0,2,0,5.646612960845232
12.0,15,45,1,0,1,1,0,1,0,3.231554990634322
12.0,15,46,1,0,1,1,0,2,0,5.579062970355153
12.0,15,47,1,0,1,1,0,2,0,5.6686128955334425
12.0,15,48,1,0,1,1,0,2,0,5.589722888544202
12.0,15,49,1,0,1,1,0,2,0,5.585202947258949
12.0,15,50,1,0,1,1,0,2,0,5.625942954793572
12.0,15,51,1,0,1,1,0,1,0,3.2281549647450447
12.0,15,52,1,0,1,1,0,1,0,3.177125006914139
12.0,15,53,1,0,1,1,0,1,0,3.129555843770504
12.0,15,54,1,0,1,1,0,2,0,5.527813918888569
12.0,15,55,1,0,1,1,0,1,0,3.203894942998886
12.0,15,56,1,0,1,1,0,1,0,3.2019750215113163
12.0,15,57,0,1,0,0,0,12,137,31.180010875687003
12.0,15,58,1,0,1,1,0,1,0,3.376204054802656
12.0,15,59,1,0,1,1,0,3,0,7.943301927298307
12.0,15,60,1,0,1,1,0,1,0,3.2678148709237576
12.0,15,61,1,0,1,1,0,1,0,3.2375138252973557
12.0,15,62,1,0,1,1,0,1,0,3.244084073230624
12.0,15,63,1,0,1,1,0,2,0,5.604143952950835
12.0,5,0,1,0,1,1,0,1,0,3.8612810894846916
12.0,5,1,1,0,1,1,0,1,0,3.3779339864850044
12.0,5,2,1,0,1,1,0,1,0,4.609938012436032
12.0,5,3,1,0,1,1,0,2,0,5.705822026357055
12.0,5,4,1,0,1,1,0,1,0,3.7260728422552347
12.0,5,5,1,0,1,1,0,1,0,3.7246630527079105
12.0,5,6,1,0,1,1,0,2,0,6.198169896379113
12.0,5,7,1,0,1,1,0,2,0,6.067800801247358
12.0,5,8,1,0,1,1,0,1,0,3.4470828250050545
12.0,5,9,1,0,1,1,0,2,0,5.801341962069273
12.0,5,10,1,0,1,1,0,1,0,3.4818940330296755
12.0,5,11,1,0,1,1,0,2,0,5.634383065626025
12.0,5,12,1,0,1,1,0,3,0,7.863553008064628
12.0,5,13,1,0,1,1,0,2,0,5.618362920358777
12.0,5,14,0,1,0,0,0,12,120,30.18238488584757
12.0,5,15,1,0,1,1,0,2,0,5.772472126409411
12.0,5,16,1,0,1,1,0,2,0,5.745303118601441
12.0,5,17,1,0,1,1,0,2,0,5.708522163331509
12.0,5,18,1,0,1,1,0,1,0,3.3004051074385643
12.0,5,19,1,0,1,1,0,3,0,8.05086106993258
12.0,5,20,1,0,1,1,0,1,0,3.2173050567507744
12.0,5,21,1,0,1,1,0,2,0,5.697523010894656
12.0,5,22,1,0,1,1,0,3,0,8.86393804103136
12.0,5,23,1,0,1,1,0,1,0,3.6133029498159885
12.0,5,24,1,0,1,1,0,1,0,3.5241530276834965
12.0,5,25,1,0,1,1,0,2,0,6.051870994269848
12.0,5,26,1,0,1,1,0,1,0,3.447763854637742
12.0,5,27,0,1,0,0,0,12,123,29.3489599134773
12.0,5,28,1,0,1,1,0,1,0,3.374394029378891
12.0,5,29,1,0,1,1,0,2,0,6.21868995949626
12.0,5,30,1,0,1,1,0,1,0,3.724082140251994
12.0,5,31,1,0,1,1,0,2,0,6.093940930441022
12.0,5,32,1,0,1,1,0,1,0,3.7296819500625134
12.0,5,33,0,1,0,0,0,12,118,29.768636915832758
12.0,5,34,1,0,1,1,0,2,0,5.693492945283651
12.0,5,35,1,0,1,1,0,1,0,3.315733978524804
12.0,5,36,1,0,1,1,0,2,0,6.101310020312667
12.0,5,37,1,0,1,1,0,2,0,6.122360937297344
12.0,5,38,1,0,1,1,0,2,0,6.013990845531225
12.0,5,39,1,0,1,1,0,3,0,8.586878888309002
12.0,5,40,1,0,1,1,0,2,0,5.854381946846843
12.0,5,41,0,1,0,0,0,12,124,29.43037892691791
12.0,5,42,1,0,1,1,0,2,0,6.350998999550939
12.0,5,43,1,0,1,1,0,2,0,6.044810870662332
12.0,5,44,1,0,1,1,0,2,0,6.165271159261465
12.0,5,45,0,1,0,0,0,12,135,29.2635599616915
12.0,5,46,1,0,1,1,0,1,0,3.402003087103367
12.0,5,47,0,1,0,0,0,12,117,30.694212997332215
12.0,5,48,1,0,1,1,0,2,0,5.9843510389328
12.0,5,49,1,0,1,1,0,1,0,3.419184125959873
12.0,5,50,1,0,1,1,0,2,0,5.704662995412946
12.0,5,51,1,0,1,1,0,1,0,3.2491141464561224
12.0,5,52,1,0,1,1,0,1,0,3.2469441648572683
12.0,5,53,1,0,1,1,0,5,0,12.75814906693995
12.0,5,54,1,0,1,1,0,2,0,6.343489978462458
12.0,5,55,1,0,1,1,0,2,0,6.320639047771692
12.0,5,56,1,0,1,1,0,1,0,3.5071130841970444
12.0,5,57,0,1,0,0,0,12,117,29.843677068129182
12.0,5,58,1,0,1,1,0,1,0,3.3205850049853325
12.0,5,59,1,0,1,1,0,1,0,3.281995188444853
12.0,5,60,0,1,0,0,0,12,132,30.72583209723234
12.0,5,61,1,0,1,1,0,2,0,5.868402076885104
12.0,5,62,1,0,1,1,0,6,0,15.409115934744477
12.0,5,63,1,0,1,1,0,2,0,5.839142017066479
12.0,23,0,1,0,1,1,0,2,0,6.261400179937482
12.0,23,1,1,0,1,1,0,1,0,3.2699850853532553
12.0,23,2,1,0,1,1,0,2,0,5.627304082736373
12.0,23,3,1,0,1,1,0,4,0,10.353791061788797
12.0,23,4,1,0,1,1,0,2,0,5.633172811940312
12.0,23,5,1,0,1,1,0,1,0,3.2615538220852613
12.0,23,6,1,0,1,1,0,2,0,5.584123078733683
12.0,23,7,1,0,1,1,0,2,0,5.6618028320372105
12.0,23,8,1,0,1,1,0,1,0,3.254994982853532
12.0,23,9,1,0,1,1,0,2,0,5.586323793977499
12.0,23,10,1,0,1,1,0,1,0,3.269253997132182
12.0,23,11,1,0,1,1,0,1,0,3.260503988713026
12.0,23,12,1,0,1,1,0,2,0,5.6053330190479755
12.0,23,13,1,0,1,1,0,1,0,3.2595349475741386
12.0,23,14,1,0,1,1,0,2,0,5.619122879579663
12.0,23,15,1,0,1,1,0,1,0,3.2359641045331955
12.0,23,16,0,1,0,0,0,12,123,29.42689904011786
12.0,23,17,1,0,1,1,0,5,0,12.73122918792069
12.0,23,18,1,0,1,1,0,2,0,5.6982929818332195
12.0,23,19,1,0,1,1,0,2,0,5.632063141092658
12.0,23,20,1,0,1,1,0,1,0,3.2709739170968533
12.0,23,21,1,0,1,1,0,2,0,5.585002945736051
12.0,23,22,1,0,1,1,0,2,0,5.665353033691645
12.0,23,23,0,1,0,0,0,12,128,29.32182000949979
12.0,23,24,1,0,1,1,0,2,0,5.641083000227809
12.0,23,25,1,0,1,1,0,1,0,3.280285047367215
12.0,23,26,1,0,1,1,0,2,0,5.569142987951636
12.0,23,27,1,0,1,1,0,1,0,3.261714009568095
12.0,23,28,1,0,1,1,0,3,0,7.974741980433464
12.0,23,29,1,0,1,1,0,1,0,3.2288250513374805
12.0,23,30,1,0,1,1,0,3,0,7.973772007972002
12.0,23,31,1,0,1,1,0,2,0,5.6452329736202955
12.0,23,32,1,0,1,1,0,1,0,3.2271549571305513
12.0,23,33,1,0,1,1,0,1,0,3.2790538389235735
12.0,23,34,1,0,1,1,0,2,0,5.619443021714687
12.0,23,35,1,0,1,1,0,2,0,5.620983196422458
12.0,23,36,1,0,1,1,0,2,0,5.699862958863378
12.0,23,37,1,0,1,1,0,2,0,5.641293013468385
12.0,23,38,1,0,1,1,0,2,0,5.655722925439477
12.0,23,39,1,0,1,1,0,2,0,5.648492835462093
12.0,23,40,1,0,1,1,0,2,0,5.633153021335602
12.0,23,41,0,1,0,0,0,12,136,29.411888914182782
12.0,23,42,1,0,1,1,0,2,0,5.742623005062342
12.0,23,43,1,0,1,1,0,2,0,5.684582982212305
12.0,23,44,1,0,1,1,0,2,0,5.649883067235351
12.0,23,45,1,0,1,1,0,2,0,5.644382908940315
12.0,23,46,1,0,1,1,0,2,0,5.587234161794186
12.0,23,47,1,0,1,1,0,2,0,5.6453419383615255
12.0,23,48,1,0,1,1,0,2,0,5.634362809360027
12.0,23,49,0,1,0,0,0,12,108,29.181190999224782
12.0,23,50,1,0,1,1,0,1,0,3.3263838849961758
12.0,23,51,1,0,1,1,0,2,0,5.566882900893688
12.0,23,52,1,0,1,1,0,2,0,5.607313010841608
12.0,23,53,1,0,1,1,0,2,0,5.732503021135926
12.0,23,54,1,0,1,1,0,1,0,3.264473984017968
12.0,23,55,1,0,1,1,0,4,0,10.377429891377687
12.0,23,56,1,0,1,1,0,2,0,8.195610949769616
12.0,23,57,1,0,1,1,0,2,0,5.694961873814464
12.0,23,58,0,1,0,0,0,12,134,29.48029898107052
12.0,23,59,1,0,1,1,0,2,0,5.733933066949248
12.0,23,60,1,0,1,1,0,1,0,3.2787539530545473
12.0,23,61,1,0,1,1,0,2,0,5.6307928171008825
12.0,23,62,1,0,1,1,0,2,0,5.648283055052161
12.0,23,63,1,0,1,1,0,2,0,5.594892892986536
12.0,42,0,1,0,1,1,0,2,0,6.423048907890916
12.0,42,1,1,0,1,1,0,1,0,3.310943953692913
12.0,42,2,1,0,1,1,0,1,0,3.268173895776272
12.0,42,3,1,0,1,1,0,1,0,3.3393739722669125
12.0,42,4,1,0,1,1,0,2,0,5.83864189684391
12.0,42,5,1,0,1,1,0,2,0,5.631462903693318
12.0,42,6,0,1,0,0,0,12,132,29.613008024170995
12.0,42,7,1,0,1,1,0,1,0,3.3100240398198366
12.0,42,8,1,0,1,1,0,2,0,5.600074073299766
12.0,42,9,1,0,1,1,0,1,0,3.248323919251561
12.0,42,10,1,0,1,1,0,1,0,3.313654102385044
12.0,42,11,1,0,1,1,0,2,0,5.656883120536804
12.0,42,12,1,0,1,1,0,1,0,3.2700940500944853
12.0,42,13,1,0,1,1,0,2,0,5.563193000853062
12.0,42,14,1,0,1,1,0,2,0,5.597603041678667
12.0,42,15,1,0,1,1,0,2,0,5.668802885338664
12.0,42,16,1,0,1,1,0,1,0,3.2639349810779095
12.0,42,17,1,0,1,1,0,3,0,8.039541076868773
12.0,42,18,1,0,1,1,0,4,0,10.56146901100874
12.0,42,19,1,0,1,1,0,2,0,5.695262923836708
12.0,42,20,1,0,1,1,0,1,0,3.278204007074237
12.0,42,21,1,0,1,1,0,2,0,5.652352934703231
12.0,42,22,1,0,1,1,0,1,0,3.3199740573763847
12.0,42,23,1,0,1,1,0,2,0,5.64111303538084
12.0,42,24,1,0,1,1,0,1,0,3.225405002012849
12.0,42,25,1,0,1,1,0,1,0,3.300043987110257
12.0,42,26,1,0,1,1,0,1,0,3.2413939479738474
12.0,42,27,1,0,1,1,0,1,0,3.3001641277223825
12.0,42,28,1,0,1,1,0,2,0,5.701032932847738
12.0,42,29,1,0,1,1,0,1,0,3.260863944888115
12.0,42,30,1,0,1,1,0,2,0,5.679582944139838
12.0,42,31,1,0,1,1,0,2,0,5.651012994349003
12.0,42,32,1,0,1,1,0,2,0,5.655342945829034
12.0,42,33,1,0,1,1,0,1,0,3.2635140232741833
12.0,42,34,1,0,1,1,0,2,0,5.624692887067795
12.0,42,35,1,0,1,1,0,4,0,10.512829991057515
12.0,42,36,1,0,1,1,0,2,0,5.6482229847460985
12.0,42,37,1,0,1,1,0,1,0,3.269104054197669
12.0,42,38,1,0,1,1,0,2,0,5.633452907204628
12.0,42,39,1,0,1,1,0,2,0,5.578202893957496
12.0,42,40,1,0,1,1,0,2,0,5.680193193256855
12.0,42,41,1,0,1,1,0,1,0,3.264083992689848
12.0,42,42,1,0,1,1,0,1,0,3.214875003322959
12.0,42,43,1,0,1,1,0,1,0,3.2229640055447817
12.0,42,44,1,0,1,1,0,1,0,3.248275024816394
12.0,42,45,1,0,1,1,0,1,0,3.227153792977333
12.0,42,46,1,0,1,1,0,1,0,3.2266348134726286
12.0,42,47,1,0,1,1,0,2,0,5.627172999083996
12.0,42,48,1,0,1,1,0,2,0,5.614802939817309
12.0,42,49,1,0,1,1,0,2,0,5.5955632124096155
12.0,42,50,1,0,1,1,0,1,0,3.226344007998705
12.0,42,51,1,0,1,1,0,1,0,3.2231349032372236
12.0,42,52,1,0,1,1,0,2,0,5.676022032275796
12.0,42,53,1,0,1,1,0,2,0,5.617384100332856
12.0,42,54,1,0,1,1,0,2,0,5.620333133265376
12.0,42,55,0,1,0,0,0,12,135,31.905357027426362
12.0,42,56,1,0,1,1,0,1,0,3.266644198447466
12.0,42,57,1,0,1,1,0,2,0,5.768951959908009
12.0,42,58,1,0,1,1,0,2,0,5.6287229526788
12.0,42,59,1,0,1,1,0,1,0,3.24095506221056
12.0,42,60,1,0,1,1,0,1,0,3.2582238782197237
12.0,42,61,1,0,1,1,0,1,0,3.255894174799323
12.0,42,62,1,0,1,1,0,1,0,3.1924450304359198
12.0,42,63,1,0,1,1,0,2,0,5.595633061602712
12.0,16,0,1,0,1,1,0,2,0,6.270259153097868
12.0,16,1,0,1,0,0,0,12,126,29.31243018247187
12.0,16,2,1,0,1,1,0,3,0,8.161390898749232
12.0,16,3,1,0,1,1,0,1,0,3.3144240733236074
12.0,16,4,1,0,1,1,0,1,0,3.212925046682358
12.0,16,5,1,0,1,1,0,4,0,10.074662044644356
12.0,16,6,1,0,1,1,0,2,0,5.363574018701911
12.0,16,7,1,0,1,1,0,2,0,5.580454133450985
12.0,16,8,1,0,1,1,0,2,0,5.561143159866333
12.0,16,9,1,0,1,1,0,1,0,3.2376940362155437
12.0,16,10,1,0,1,1,0,2,0,5.565074039623141
12.0,16,11,1,0,1,1,0,1,0,3.228744026273489
12.0,16,12,1,0,1,1,0,3,0,7.855281932279468
12.0,16,13,1,0,1,1,0,1,0,3.221734892576933
12.0,16,14,1,0,1,1,0,2,0,5.619323113933206
12.0,16,15,0,1,0,0,0,12,131,28.944611083716154
12.0,16,16,1,0,1,1,0,7,0,17.46480679139495
12.0,16,17,1,0,1,1,0,2,0,5.718742031604052
12.0,16,18,1,0,1,1,0,2,0,5.546583095565438
12.0,16,19,1,0,1,1,0,2,0,5.571093875914812
12.0,16,20,1,0,1,1,0,2,0,5.584812955930829
12.0,16,21,1,0,1,1,0,2,0,5.692062899470329
12.0,16,22,1,0,1,1,0,1,0,3.1828838400542736
12.0,16,23,1,0,1,1,0,3,0,7.853723131120205
12.0,16,24,1,0,1,1,0,2,0,5.489022936671972
12.0,16,25,1,0,1,1,0,1,0,3.2408449333161116
12.0,16,26,0,1,0,0,0,12,131,28.953250963240862
12.0,16,27,1,0,1,1,0,2,0,5.618243012577295
12.0,16,28,1,0,1,1,0,6,0,14.938538894057274
12.0,16,29,1,0,1,1,0,2,0,5.576234078034759
12.0,16,30,1,0,1,1,0,1,0,3.231944050639868
12.0,16,31,1,0,1,1,0,1,0,3.2122849952429533
12.0,16,32,1,0,1,1,0,6,0,15.064888168126345
12.0,16,33,1,0,1,1,0,1,0,3.3580930903553963
12.0,16,34,1,0,1,1,0,2,0,5.670503014698625
12.0,16,35,1,0,1,1,0,1,0,3.277484094724059
12.0,16,36,1,0,1,1,0,2,0,5.604414036497474
12.0,16,37,1,0,1,1,0,1,0,3.2520650420337915
12.0,16,38,1,0,1,1,0,3,0,7.953231921419501
12.0,16,39,1,0,1,1,0,1,0,3.2536040525883436
12.0,16,40,0,1,0,0,0,12,124,29.16550007648766
12.0,16,41,1,0,1,1,0,1,0,3.3322640229016542
12.0,16,42,1,0,1,1,0,2,0,5.656772991642356
12.0,16,43,1,0,1,1,0,2,0,5.557793891057372
12.0,16,44,0,1,0,0,0,12,121,28.877302072942257
12.0,16,45,1,0,1,1,0,1,0,3.3354340121150017
12.0,16,46,0,1,0,0,0,12,128,29.109850991517305
12.0,16,47,1,0,1,1,0,2,0,5.659532966092229
12.0,16,48,1,0,1,1,0,2,0,5.630043102428317
12.0,16,49,1,0,1,1,0,1,0,3.181695006787777
12.0,16,50,1,0,1,1,0,2,0,5.40029420517385
12.0,16,51,1,0,1,1,0,2,0,5.374053958803415
12.0,16,52,1,0,1,1,0,2,0,5.653433036059141
12.0,16,53,1,0,1,1,0,2,0,5.6794132106006145
12.0,16,54,1,0,1,1,0,6,0,15.116177964955568
12.0,16,55,1,0,1,1,0,1,0,3.291105153039098
12.0,16,56,1,0,1,1,0,2,0,5.4620541632175446
12.0,16,57,1,0,1,1,0,1,0,3.2066439744085073
12.0,16,58,1,0,1,1,0,2,0,5.532903829589486
12.0,16,59,1,0,1,1,0,1,0,3.184054046869278
12.0,16,60,1,0,1,1,0,2,0,5.515943979844451
12.0,16,61,1,0,1,1,0,2,0,5.5218529887497425
12.0,16,62,0,1,0,0,0,12,125,28.715422842651606
12.0,16,63,1,0,1,1,0,1,0,3.2360940240323544
12.0,13,0,1,0,1,1,0,1,0,3.811101894825697
12.0,13,1,1,0,1,1,0,1,0,3.29964398406446
12.0,13,2,1,0,1,1,0,1,0,3.2553139608353376
12.0,13,3,0,1,0,0,0,12,137,29.219779884442687
